account_id,customer_class,state,bill_month,billing_days,meter_prev_read,meter_curr_read,kwh_usage,rate_per_kwh,fixed_charge,billed_amount,read_type,is_anomaly,anomaly_type
ACC00320,RES,NY,2024-11,30,54177,55345,1168.1,0.1379,12.0,187.14,ACTUAL,0,
ACC00320,RES,NY,2024-12,31,55345,56511,1166.2,0.1379,12.0,186.85,ACTUAL,0,
ACC00320,RES,NY,2025-01,31,56511,57698,1187.4,0.1379,12.0,190.03,ACTUAL,0,
ACC00320,RES,NY,2025-02,28,57698,58876,1178.5,0.1379,12.0,188.69,ACTUAL,0,
ACC00320,RES,NY,2025-03,31,58876,59948,1072.2,0.1379,12.0,172.76,ACTUAL,0,
ACC00320,RES,NY,2025-04,30,59948,61198,1250.3,0.1379,12.0,199.45,ACTUAL,0,
ACC00320,RES,NY,2025-05,31,61198,62385,1187.5,0.1379,12.0,190.04,ACTUAL,0,
ACC00320,RES,NY,2025-06,30,62385,63528,1143.1,0.1379,12.0,183.38,ACTUAL,0,
ACC00320,RES,NY,2025-07,31,63528,65126,1598.5,0.1379,12.0,251.67,ACTUAL,0,
ACC00320,RES,NY,2025-08,31,65126,65126,0.0,0.1379,12.0,12.0,ACTUAL,1,ZERO_USAGE_TAMPER
ACC00320,RES,NY,2025-09,30,66454,67706,1252.2,0.1379,12.0,199.74,ACTUAL,0,
ACC00320,RES,NY,2025-10,31,67706,68925,1219.5,0.1379,12.0,194.84,ACTUAL,0,
ACC00320,RES,NY,2025-11,30,68925,69881,956.4,0.1379,12.0,155.4,ACTUAL,0,
ACC00320,RES,NY,2025-12,31,69881,71063,1182.8,0.1379,12.0,189.34,ACTUAL,0,
ACC00320,RES,NY,2026-01,31,71063,72252,1189.3,0.1379,12.0,190.31,ACTUAL,0,
ACC00320,RES,NY,2026-02,28,72252,73473,1221.4,0.1379,12.0,195.13,ACTUAL,0,
ACC00320,RES,NY,2026-03,31,73473,74619,1146.5,0.1379,12.0,183.9,ACTUAL,0,
ACC00320,RES,NY,2026-04,30,74619,75676,1058.0,0.1379,12.0,170.62,ACTUAL,0,
ACC00320,RES,NY,2026-05,31,75676,76771,1095.8,0.1379,12.0,176.29,ACTUAL,0,
ACC00320,RES,NY,2026-06,30,76771,78115,1344.6,0.1379,12.0,213.6,ACTUAL,0,
ACC00321,RES,TX,2024-07,31,49648,51492,1844.3,0.144,12.0,299.79,ACTUAL,0,
ACC00321,RES,TX,2024-08,31,51492,53300,1808.3,0.144,12.0,294.17,ACTUAL,0,
ACC00321,RES,TX,2024-09,30,53300,54831,1531.3,0.144,12.0,250.96,ACTUAL,0,
ACC00321,RES,TX,2024-10,31,54831,56242,1411.9,0.144,12.0,232.31,ACTUAL,0,
ACC00321,RES,TX,2024-11,30,56242,57397,1155.1,0.144,12.0,192.25,ACTUAL,0,
ACC00321,RES,TX,2024-12,31,57397,58529,1132.8,0.144,12.0,188.76,ACTUAL,0,
ACC00321,RES,TX,2025-01,31,58529,59559,1030.1,0.144,12.0,172.75,ACTUAL,0,
ACC00321,RES,TX,2025-02,28,59559,60597,1038.2,0.144,12.0,174.01,ACTUAL,0,
ACC00321,RES,TX,2025-03,31,60597,61647,1050.8,0.144,12.0,175.97,ACTUAL,0,
ACC00321,RES,TX,2025-04,30,61647,62708,1061.1,0.144,12.0,177.57,ACTUAL,0,
ACC00321,RES,TX,2025-05,31,62708,63855,1147.4,0.144,12.0,191.05,ACTUAL,0,
ACC00321,RES,TX,2025-06,30,63855,65400,1545.8,0.144,12.0,253.21,ACTUAL,0,
ACC00321,RES,TX,2025-07,31,65400,71843,6443.4,0.144,12.0,1017.17,ACTUAL,1,USAGE_SPIKE
ACC00321,RES,TX,2025-08,31,67118,68788,1670.4,0.144,12.0,272.66,ACTUAL,0,
ACC00321,RES,TX,2025-09,30,68788,70375,1587.6,0.144,12.0,259.74,ACTUAL,0,
ACC00321,RES,TX,2025-10,31,70375,71740,1365.9,0.144,12.0,225.15,ACTUAL,0,
ACC00321,RES,TX,2025-11,30,71740,72778,1038.5,0.144,12.0,174.05,ACTUAL,0,
ACC00321,RES,TX,2025-12,31,72778,73982,1204.4,0.144,12.0,199.95,ACTUAL,0,
ACC00321,RES,TX,2026-01,31,73982,75012,1030.5,0.144,12.0,172.81,ACTUAL,0,
ACC00321,RES,TX,2026-02,28,75012,76046,1034.4,0.144,12.0,173.41,ACTUAL,0,
ACC00321,RES,TX,2026-03,31,76046,77086,1040.2,0.144,12.0,174.31,ACTUAL,0,
ACC00321,RES,TX,2026-04,30,77086,78253,1167.5,0.144,12.0,194.18,ACTUAL,0,
ACC00321,RES,TX,2026-05,31,78253,79378,1126.0,0.144,12.0,187.7,ACTUAL,0,
ACC00321,RES,TX,2026-06,30,79378,80783,1405.4,0.144,12.0,231.3,ACTUAL,0,
ACC00322,RES,IL,2024-07,31,29432,30267,835.6,0.148,12.0,145.7,ACTUAL,0,
ACC00322,RES,IL,2024-08,31,30267,31103,836.6,0.148,12.0,145.86,ACTUAL,0,
ACC00322,RES,IL,2024-09,30,31103,31812,709.6,0.148,12.0,125.55,ACTUAL,0,
ACC00322,RES,IL,2024-10,31,31812,32611,799.2,0.148,12.0,139.88,ACTUAL,0,
ACC00322,RES,IL,2024-11,30,32611,33284,673.6,0.148,12.0,119.78,ACTUAL,0,
ACC00322,RES,IL,2024-12,31,33284,34021,737.4,0.148,12.0,129.99,ACTUAL,0,
ACC00322,RES,IL,2025-01,31,34021,34752,731.2,0.148,12.0,129.0,ACTUAL,0,
ACC00322,RES,IL,2025-02,28,34752,35506,754.0,0.148,12.0,132.65,ACTUAL,0,
ACC00322,RES,IL,2025-03,31,35506,36247,741.6,0.148,12.0,130.67,ACTUAL,0,
ACC00322,RES,IL,2025-04,30,36247,36978,731.1,0.148,12.0,128.99,ACTUAL,0,
ACC00322,RES,IL,2025-05,31,36978,37607,629.9,0.148,12.0,112.79,ACTUAL,0,
ACC00322,RES,IL,2025-06,30,37607,38424,817.2,0.148,12.0,142.75,ACTUAL,0,
ACC00322,RES,IL,2025-07,31,38424,39293,869.8,0.148,12.0,151.18,ACTUAL,0,
ACC00322,RES,IL,2025-08,31,39293,40192,899.1,0.148,12.0,155.87,ACTUAL,0,
ACC00322,RES,IL,2025-09,30,40192,40943,751.6,0.148,12.0,132.26,ACTUAL,0,
ACC00322,RES,IL,2025-10,31,40943,41622,679.3,0.148,12.0,120.7,ACTUAL,0,
ACC00322,RES,IL,2025-11,30,41622,42361,739.7,0.148,12.0,130.36,ACTUAL,0,
ACC00322,RES,IL,2025-12,31,42361,43147,786.6,0.148,12.0,137.86,ACTUAL,0,
ACC00322,RES,IL,2026-01,31,43147,43997,850.1,0.148,12.0,148.03,ACTUAL,0,
ACC00322,RES,IL,2026-02,28,43997,44736,739.9,0.148,12.0,130.4,ACTUAL,0,
ACC00322,RES,IL,2026-03,31,44736,45405,669.2,0.148,12.0,119.08,ACTUAL,0,
ACC00322,RES,IL,2026-04,30,45405,45923,518.3,0.148,12.0,94.93,ACTUAL,0,
ACC00322,RES,IL,2026-05,31,45923,46507,584.3,0.148,12.0,105.5,ACTUAL,0,
ACC00322,RES,IL,2026-06,30,46507,47234,727.3,0.148,12.0,128.38,ACTUAL,0,
ACC00323,RES,GA,2024-07,31,47581,49444,1863.6,0.1494,12.0,312.72,ACTUAL,0,
ACC00323,RES,GA,2024-08,31,49444,51622,2178.6,0.1494,12.0,363.56,ACTUAL,0,
ACC00323,RES,GA,2024-09,30,51622,53200,1578.9,0.1494,12.0,266.79,ACTUAL,0,
ACC00323,RES,GA,2024-10,31,53200,54634,1434.8,0.1494,12.0,243.53,ACTUAL,0,
ACC00323,RES,GA,2024-11,30,54634,56005,1371.3,0.1494,12.0,233.29,ACTUAL,0,
ACC00323,RES,GA,2024-12,31,56005,57639,1634.2,0.1494,12.0,275.7,ACTUAL,0,
ACC00323,RES,GA,2025-01,31,57639,59100,1461.9,0.1494,12.0,247.91,ACTUAL,0,
ACC00323,RES,GA,2025-02,28,59100,60635,1535.6,0.1494,12.0,259.8,ACTUAL,0,
ACC00323,RES,GA,2025-03,31,60635,62033,1398.5,0.1494,12.0,237.68,ACTUAL,0,
ACC00323,RES,GA,2025-04,30,62033,63466,1433.3,0.1494,12.0,243.29,ACTUAL,0,
ACC00323,RES,GA,2025-05,31,63466,65021,1555.5,0.1494,12.0,263.01,ACTUAL,0,
ACC00323,RES,GA,2025-06,30,65021,72825,7804.6,0.1494,12.0,1271.66,ACTUAL,1,USAGE_SPIKE
ACC00323,RES,GA,2025-07,31,66767,68533,1766.3,0.1494,12.0,297.02,ACTUAL,0,
ACC00323,RES,GA,2025-08,31,68533,70540,2007.5,0.1494,12.0,335.95,ACTUAL,0,
ACC00323,RES,GA,2025-09,30,70540,72300,1761.0,0.1494,12.0,296.17,ACTUAL,0,
ACC00323,RES,GA,2025-10,31,72300,73828,1528.9,0.1494,12.0,258.72,ACTUAL,0,
ACC00323,RES,GA,2025-11,30,73828,75167,1340.0,0.1494,12.0,228.23,ACTUAL,0,
ACC00323,RES,GA,2025-12,31,75167,76793,1626.5,0.1494,12.0,274.47,ACTUAL,0,
ACC00323,RES,GA,2026-01,31,76793,78331,1538.4,0.1494,12.0,260.25,ACTUAL,0,
ACC00323,RES,GA,2026-02,28,78331,79703,1372.8,0.1494,12.0,233.54,ACTUAL,0,
ACC00323,RES,GA,2026-03,31,79703,81029,1326.5,0.1494,12.0,226.06,ACTUAL,0,
ACC00323,RES,GA,2026-04,30,81029,82571,1542.9,0.1494,12.0,260.98,ACTUAL,0,
ACC00323,RES,GA,2026-05,31,82571,84104,1533.8,0.1494,12.0,259.51,ACTUAL,0,
ACC00323,RES,GA,2026-06,30,84104,86002,1898.2,0.1494,12.0,318.31,ACTUAL,0,
ACC00324,RES,GA,2024-07,31,30052,31369,1317.5,0.1465,12.0,220.84,ACTUAL,0,
ACC00324,RES,GA,2024-08,31,31369,32728,1359.3,0.1465,12.0,227.46,ACTUAL,0,
ACC00324,RES,GA,2024-09,30,32728,33900,1172.8,0.1465,12.0,197.91,ACTUAL,0,
ACC00324,RES,GA,2024-10,31,33900,34966,1066.7,0.1465,12.0,181.09,ACTUAL,0,
ACC00324,RES,GA,2024-11,30,34966,35953,987.5,0.1465,12.0,168.54,ACTUAL,0,
ACC00324,RES,GA,2024-12,31,35953,36960,1007.2,0.1465,12.0,171.66,ACTUAL,0,
ACC00324,RES,GA,2025-01,31,36960,38009,1049.3,0.1465,12.0,178.33,ACTUAL,0,
ACC00324,RES,GA,2025-02,28,38009,38985,976.1,0.1465,12.0,166.72,ACTUAL,0,
ACC00324,RES,GA,2025-03,31,38985,39939,954.5,0.1465,12.0,163.3,ACTUAL,0,
ACC00324,RES,GA,2025-04,30,39939,40962,1023.8,0.1465,12.0,174.29,ACTUAL,0,
ACC00324,RES,GA,2025-05,31,40962,41862,900.3,0.1465,12.0,154.71,ACTUAL,0,
ACC00324,RES,GA,2025-06,30,41862,43127,1265.8,0.1465,12.0,212.64,ACTUAL,0,
ACC00324,RES,GA,2025-07,31,43127,44722,1595.9,0.1465,12.0,264.97,ACTUAL,0,
ACC00324,RES,GA,2025-08,31,44722,46139,1417.4,0.1465,12.0,236.68,ACTUAL,0,
ACC00324,RES,GA,2025-09,30,46139,47326,1188.0,0.1465,12.0,200.31,ACTUAL,0,
ACC00324,RES,GA,2025-10,31,47326,48454,1128.9,0.1465,12.0,190.95,ACTUAL,0,
ACC00324,RES,GA,2025-11,30,48454,49376,922.6,0.1465,12.0,158.25,ACTUAL,0,
ACC00324,RES,GA,2025-12,31,49376,50422,1046.4,0.1465,12.0,177.86,ACTUAL,0,
ACC00324,RES,GA,2026-01,31,50422,49660,-762.0,0.1465,12.0,169.06,ACTUAL,1,NEGATIVE_READ_ROLLBACK
ACC00324,RES,GA,2026-02,28,51412,52298,886.3,0.1465,12.0,152.49,ACTUAL,0,
ACC00324,RES,GA,2026-03,31,52298,53254,956.6,0.1465,12.0,163.64,ACTUAL,0,
ACC00324,RES,GA,2026-04,30,53254,54099,845.1,0.1465,12.0,145.95,ACTUAL,0,
ACC00324,RES,GA,2026-05,31,54099,55122,1023.3,0.1465,12.0,174.21,ACTUAL,0,
ACC00324,RES,GA,2026-06,30,55122,56463,1341.5,0.1465,12.0,224.65,ACTUAL,0,
ACC00325,RES,CA,2024-07,31,15026,17230,2204.3,0.15,12.0,369.16,ACTUAL,0,
ACC00325,RES,CA,2024-08,31,17230,19165,1935.9,0.15,12.0,325.67,ACTUAL,0,
ACC00325,RES,CA,2024-09,30,19165,21015,1851.0,0.15,12.0,311.92,ACTUAL,0,
ACC00325,RES,CA,2024-10,31,21015,22582,1567.8,0.15,12.0,266.03,ACTUAL,0,
ACC00325,RES,CA,2024-11,30,22582,24028,1446.5,0.15,12.0,246.37,ACTUAL,0,
ACC00325,RES,CA,2024-12,31,24028,25362,1334.1,0.15,12.0,228.17,ACTUAL,0,
ACC00325,RES,CA,2025-01,31,25362,27202,1840.8,0.15,12.0,310.26,ACTUAL,0,
ACC00325,RES,CA,2025-02,28,27202,28640,1438.7,0.15,12.0,245.11,ACTUAL,0,
ACC00325,RES,CA,2025-03,31,28640,30257,1617.8,0.15,12.0,274.12,ACTUAL,0,
ACC00325,RES,CA,2025-04,30,30257,31716,1459.8,0.15,12.0,248.53,ACTUAL,0,
ACC00325,RES,CA,2025-05,31,31716,33079,1363.3,0.15,12.0,232.89,ACTUAL,0,
ACC00325,RES,CA,2025-06,30,33079,34819,1740.6,0.15,12.0,620.69,ACTUAL,1,CALC_MISMATCH
ACC00325,RES,CA,2025-07,31,34819,37066,2247.1,0.15,12.0,376.1,ACTUAL,0,
ACC00325,RES,CA,2025-08,31,37066,39223,2157.6,0.15,12.0,361.59,ACTUAL,0,
ACC00325,RES,CA,2025-09,30,39223,40864,1641.2,0.15,12.0,277.93,ACTUAL,0,
ACC00325,RES,CA,2025-10,31,40864,42296,1432.8,0.15,12.0,244.15,ACTUAL,0,
ACC00325,RES,CA,2025-11,30,42296,43800,1504.2,0.15,12.0,255.72,ACTUAL,0,
ACC00325,RES,CA,2025-12,31,43800,45356,1556.1,0.15,12.0,264.13,ACTUAL,0,
ACC00325,RES,CA,2026-01,31,45356,47141,1785.2,0.3567,12.0,670.25,ACTUAL,1,WRONG_RATE
ACC00325,RES,CA,2026-02,28,47141,48804,1663.4,0.15,12.0,281.52,ACTUAL,0,
ACC00325,RES,CA,2026-03,31,48804,50063,1259.4,0.15,12.0,216.06,ACTUAL,0,
ACC00325,RES,CA,2026-04,30,50063,51514,1451.0,0.15,12.0,247.11,ACTUAL,0,
ACC00325,RES,CA,2026-05,31,51514,52971,1457.6,0.15,12.0,248.17,ACTUAL,0,
ACC00325,RES,CA,2026-06,30,52971,54674,1703.2,0.15,12.0,287.97,ACTUAL,0,
ACC00326,RES,CA,2024-07,31,44716,46065,1349.9,0.1436,12.0,222.11,ACTUAL,0,
ACC00326,RES,CA,2024-08,31,46065,47516,1452.0,0.1436,12.0,237.99,ACTUAL,0,
ACC00326,RES,CA,2024-09,30,47516,48788,1272.4,0.1436,12.0,210.04,ACTUAL,0,
ACC00326,RES,CA,2024-10,31,48788,49772,984.8,0.1436,12.0,165.27,ACTUAL,0,
ACC00326,RES,CA,2024-11,30,49772,50796,1024.1,0.1436,12.0,171.39,ACTUAL,0,
ACC00326,RES,CA,2024-12,31,50796,51844,1048.3,0.1436,12.0,175.17,ACTUAL,0,
ACC00326,RES,CA,2025-01,31,51844,52815,972.0,0.1436,12.0,163.28,ACTUAL,0,
ACC00326,RES,CA,2025-02,28,52815,53888,1073.4,0.1436,12.0,179.07,ACTUAL,0,
ACC00326,RES,CA,2025-03,31,53888,55040,1152.6,0.1436,12.0,191.39,ACTUAL,0,
ACC00326,RES,CA,2025-04,30,55040,55872,832.9,0.1436,12.0,141.64,ACTUAL,0,
ACC00326,RES,CA,2025-05,31,55872,56889,1017.7,0.1436,12.0,170.39,ACTUAL,0,
ACC00326,RES,CA,2025-06,30,56889,58054,1165.7,0.1436,12.0,193.43,ACTUAL,0,
ACC00326,RES,CA,2025-07,31,58054,59408,1354.0,0.1436,12.0,222.75,ACTUAL,0,
ACC00326,RES,CA,2025-08,31,59408,60630,1222.9,0.1436,12.0,202.33,ACTUAL,0,
ACC00326,RES,CA,2025-09,30,60630,61675,1045.5,0.1436,12.0,174.73,ACTUAL,0,
ACC00326,RES,CA,2025-10,31,61675,62607,932.1,0.1436,12.0,157.07,ACTUAL,0,
ACC00326,RES,CA,2025-11,30,62607,63745,1138.5,0.1436,12.0,189.19,ACTUAL,0,
ACC00326,RES,CA,2025-12,31,63745,64746,1001.9,0.1436,12.0,167.93,ACTUAL,0,
ACC00326,RES,CA,2026-01,31,64746,65824,1078.2,0.1436,12.0,179.82,ACTUAL,0,
ACC00326,RES,CA,2026-02,28,65824,67089,1265.2,0.1436,12.0,208.92,ACTUAL,0,
ACC00326,RES,CA,2026-03,31,67089,68034,945.4,0.1436,12.0,159.14,ACTUAL,0,
ACC00326,RES,CA,2026-04,30,68034,69025,991.5,0.1436,12.0,166.33,ACTUAL,0,
ACC00326,RES,CA,2026-05,31,69025,70131,1106.4,0.1436,12.0,184.2,ACTUAL,0,
ACC00326,RES,CA,2026-06,30,70131,71397,1266.1,0.1436,12.0,209.06,ACTUAL,0,
ACC00327,RES,TX,2024-07,31,26604,28344,1740.4,0.1501,12.0,294.05,ACTUAL,0,
ACC00327,RES,TX,2024-08,31,28344,30182,1838.3,0.1501,12.0,309.9,ACTUAL,0,
ACC00327,RES,TX,2024-09,30,30182,31858,1676.7,0.1501,12.0,283.72,ACTUAL,0,
ACC00327,RES,TX,2024-10,31,31858,33395,1537.1,0.1501,12.0,261.1,ACTUAL,0,
ACC00327,RES,TX,2024-11,30,33395,34552,1157.4,0.1501,12.0,199.56,ACTUAL,0,
ACC00327,RES,TX,2024-12,31,34552,35779,1227.5,0.1501,12.0,210.92,ACTUAL,0,
ACC00327,RES,TX,2025-01,31,35779,37138,1359.3,0.1501,12.0,232.28,ACTUAL,0,
ACC00327,RES,TX,2025-02,28,37138,38469,1331.4,0.1501,12.0,227.77,ACTUAL,0,
ACC00327,RES,TX,2025-03,31,38469,39714,1245.0,0.1501,12.0,375.04,ACTUAL,1,CALC_MISMATCH
ACC00327,RES,TX,2025-04,30,39714,40793,1079.4,0.1501,12.0,186.92,ACTUAL,0,
ACC00327,RES,TX,2025-05,31,40793,42036,1243.6,0.1501,12.0,213.53,ACTUAL,0,
ACC00327,RES,TX,2025-06,30,42036,43690,1654.4,0.1501,12.0,280.11,ACTUAL,0,
ACC00327,RES,TX,2025-07,31,43690,45834,2144.7,0.1501,12.0,359.56,ACTUAL,0,
ACC00327,RES,TX,2025-08,31,45834,47746,1912.3,0.1501,12.0,321.91,ACTUAL,0,
ACC00327,RES,TX,2025-09,30,47746,49380,1634.2,0.1501,12.0,276.83,ACTUAL,0,
ACC00327,RES,TX,2025-10,31,49380,50602,1222.3,0.1501,12.0,210.09,ACTUAL,0,
ACC00327,RES,TX,2025-11,30,50602,52018,1416.2,0.1501,12.0,241.5,ACTUAL,0,
ACC00327,RES,TX,2025-12,31,52018,53311,1293.7,0.1501,12.0,221.65,ACTUAL,0,
ACC00327,RES,TX,2026-01,31,53311,54739,1428.6,0.1501,12.0,243.51,ACTUAL,0,
ACC00327,RES,TX,2026-02,28,54739,56010,1271.6,0.1501,12.0,218.07,ACTUAL,0,
ACC00327,RES,TX,2026-03,31,56010,57198,1188.8,0.1501,12.0,204.66,ACTUAL,0,
ACC00327,RES,TX,2026-04,30,57198,58216,1018.8,0.1501,12.0,177.11,ACTUAL,0,
ACC00327,RES,TX,2026-05,31,58216,59291,1075.4,0.1501,12.0,186.28,ACTUAL,0,
ACC00327,RES,TX,2026-06,30,59291,61080,1789.3,0.1501,12.0,301.96,ACTUAL,0,
ACC00328,RES,CA,2024-07,31,34497,35707,1210.0,0.1451,12.0,202.09,ACTUAL,0,
ACC00328,RES,CA,2024-08,31,35707,36930,1223.6,0.1451,12.0,204.22,ACTUAL,0,
ACC00328,RES,CA,2024-09,30,36930,37895,965.0,0.1451,12.0,163.6,ACTUAL,0,
ACC00328,RES,CA,2024-10,31,37895,38778,883.0,0.1451,12.0,150.72,ACTUAL,0,
ACC00328,RES,CA,2024-11,30,38778,39792,1014.2,0.1451,12.0,171.33,ACTUAL,0,
ACC00328,RES,CA,2024-12,31,39792,40917,1125.4,0.1451,12.0,188.79,ACTUAL,0,
ACC00328,RES,CA,2025-01,31,40917,41886,969.7,0.1451,12.0,164.33,ACTUAL,0,
ACC00328,RES,CA,2025-02,28,41886,42922,1036.7,0.1451,12.0,174.86,ACTUAL,0,
ACC00328,RES,CA,2025-03,31,42922,43848,926.4,0.1451,12.0,157.53,ACTUAL,0,
ACC00328,RES,CA,2025-04,30,43848,44716,868.4,0.1451,12.0,148.42,ACTUAL,0,
ACC00328,RES,CA,2025-05,31,44716,45779,1063.6,0.1451,12.0,179.09,ACTUAL,0,
ACC00328,RES,CA,2025-06,30,45779,46804,1025.3,0.1451,12.0,173.06,ACTUAL,0,
ACC00328,RES,CA,2025-07,31,46804,48125,1321.9,0.1451,12.0,219.66,ACTUAL,0,
ACC00328,RES,CA,2025-08,31,48125,49365,1240.5,0.1451,12.0,206.87,ACTUAL,0,
ACC00328,RES,CA,2025-09,30,49365,50435,1070.7,0.1451,12.0,180.2,ACTUAL,0,
ACC00328,RES,CA,2025-10,31,50435,51491,1056.2,0.1451,12.0,177.93,ACTUAL,0,
ACC00328,RES,CA,2025-11,30,51491,52447,956.5,0.1451,12.0,162.26,ACTUAL,0,
ACC00328,RES,CA,2025-12,31,52447,53427,980.3,0.1451,12.0,165.99,ACTUAL,0,
ACC00328,RES,CA,2026-01,31,53427,54559,1133.0,0.1451,12.0,189.98,ACTUAL,0,
ACC00328,RES,CA,2026-02,28,54559,55641,1082.2,0.1451,12.0,182.0,ACTUAL,0,
ACC00328,RES,CA,2026-03,31,55641,56641,1000.2,0.1451,12.0,169.13,ACTUAL,0,
ACC00328,RES,CA,2026-04,30,56641,57245,604.1,0.1451,12.0,106.9,ACTUAL,0,
ACC00328,RES,CA,2026-05,31,57245,58203,959.0,0.1451,12.0,162.65,ACTUAL,0,
ACC00328,RES,CA,2026-06,30,58203,59284,1081.9,0.1451,12.0,181.96,ACTUAL,0,
ACC00329,RES,IL,2024-07,31,35953,36954,1001.4,0.141,12.0,165.21,ACTUAL,0,
ACC00329,RES,IL,2024-08,31,36954,38008,1054.4,0.141,12.0,173.3,ACTUAL,0,
ACC00329,RES,IL,2024-09,30,38008,38939,931.7,0.141,12.0,154.53,ACTUAL,0,
ACC00329,RES,IL,2024-10,31,38939,39815,876.3,0.141,12.0,146.06,ACTUAL,0,
ACC00329,RES,IL,2024-11,30,39815,40626,811.7,0.141,12.0,136.17,ACTUAL,0,
ACC00329,RES,IL,2024-12,31,40626,41612,986.4,0.141,12.0,162.9,ACTUAL,0,
ACC00329,RES,IL,2025-01,31,41612,42579,967.4,0.141,12.0,159.99,ACTUAL,0,
ACC00329,RES,IL,2025-02,28,42579,43495,916.0,0.141,12.0,152.14,ACTUAL,0,
ACC00329,RES,IL,2025-03,31,43495,44340,845.7,0.141,12.0,141.37,ACTUAL,0,
ACC00329,RES,IL,2025-04,30,44340,45189,849.7,0.141,12.0,142.0,ACTUAL,0,
ACC00329,RES,IL,2025-05,31,45189,46063,874.6,0.141,12.0,145.81,ACTUAL,0,
ACC00329,RES,IL,2025-06,30,46063,46960,897.1,0.141,12.0,149.23,ACTUAL,0,
ACC00329,RES,IL,2025-07,31,46960,48043,1083.8,0.141,12.0,287.3,ACTUAL,1,CALC_MISMATCH
ACC00329,RES,IL,2025-08,31,48043,49062,1019.3,0.141,12.0,167.94,ACTUAL,0,
ACC00329,RES,IL,2025-09,30,49062,50114,1052.6,0.141,12.0,173.03,ACTUAL,0,
ACC00329,RES,IL,2025-10,31,50114,51018,904.2,0.141,12.0,150.33,ACTUAL,0,
ACC00329,RES,IL,2025-11,30,51018,51805,787.9,0.141,12.0,132.54,ACTUAL,0,
ACC00329,RES,IL,2025-12,31,51805,52850,1045.0,0.141,12.0,171.88,ACTUAL,0,
ACC00329,RES,IL,2026-01,31,52850,53607,757.5,0.141,12.0,127.88,ACTUAL,0,
ACC00329,RES,IL,2026-02,28,53607,54529,922.7,0.141,12.0,153.16,ACTUAL,0,
ACC00329,RES,IL,2026-03,31,54529,55297,768.2,0.141,12.0,129.53,ACTUAL,0,
ACC00329,RES,IL,2026-04,30,55297,56191,894.8,0.141,12.0,148.9,ACTUAL,0,
ACC00329,RES,IL,2026-05,31,56191,57015,824.9,0.141,12.0,138.2,ACTUAL,0,
ACC00329,RES,IL,2026-06,30,57015,57862,847.7,0.141,12.0,141.69,ACTUAL,0,
ACC00330,RES,IL,2024-07,31,22321,23966,1645.9,0.1514,12.0,281.01,ACTUAL,0,
ACC00330,RES,IL,2024-08,31,23966,25553,1587.4,0.1514,12.0,271.45,ACTUAL,0,
ACC00330,RES,IL,2024-09,30,25553,27043,1490.9,0.1514,12.0,255.68,ACTUAL,0,
ACC00330,RES,IL,2024-10,31,27043,28398,1355.4,0.1514,12.0,233.53,ACTUAL,0,
ACC00330,RES,IL,2024-11,30,28398,29703,1305.6,0.1514,12.0,225.38,ACTUAL,0,
ACC00330,RES,IL,2024-12,31,29703,31209,1506.9,0.1514,12.0,258.29,ACTUAL,0,
ACC00330,RES,IL,2025-01,31,31209,32781,1572.7,0.1514,12.0,269.04,ACTUAL,0,
ACC00330,RES,IL,2025-02,28,32781,34134,1353.0,0.1514,12.0,233.14,ACTUAL,0,
ACC00330,RES,IL,2025-03,31,34134,35315,1181.6,0.1514,12.0,205.13,ACTUAL,0,
ACC00330,RES,IL,2025-04,30,35315,36649,1334.8,0.1514,12.0,230.16,ACTUAL,0,
ACC00330,RES,IL,2025-05,31,36649,38060,1411.7,0.1514,12.0,242.72,ACTUAL,0,
ACC00330,RES,IL,2025-06,30,38060,39664,1604.5,0.1514,12.0,274.23,ACTUAL,0,
ACC00330,RES,IL,2025-07,31,39664,41419,1755.9,0.1514,12.0,298.99,ACTUAL,0,
ACC00330,RES,IL,2025-08,31,41419,43314,1895.4,0.1514,12.0,321.79,ACTUAL,0,
ACC00330,RES,IL,2025-09,30,43314,44964,1650.2,0.1514,12.0,281.71,ACTUAL,0,
ACC00330,RES,IL,2025-10,31,44964,46654,1690.4,0.1514,12.0,288.29,ACTUAL,0,
ACC00330,RES,IL,2025-11,30,46654,48387,1733.6,0.1514,12.0,295.34,ACTUAL,0,
ACC00330,RES,IL,2025-12,31,48387,49654,1267.6,0.1514,12.0,219.17,ACTUAL,0,
ACC00330,RES,IL,2026-01,31,49654,50910,1256.9,0.1514,12.0,217.43,ACTUAL,0,
ACC00330,RES,IL,2026-02,28,50910,52379,1469.3,0.1514,12.0,252.15,ACTUAL,0,
ACC00330,RES,IL,2026-03,31,52379,53796,1417.3,0.1514,12.0,243.65,ACTUAL,0,
ACC00330,RES,IL,2026-04,30,53796,55090,1294.5,0.1514,12.0,223.57,ACTUAL,0,
ACC00330,RES,IL,2026-05,31,55090,56520,1430.2,0.1514,12.0,245.76,ACTUAL,0,
ACC00330,RES,IL,2026-06,30,56520,58003,1483.1,0.1514,12.0,254.4,ACTUAL,0,
ACC00331,RES,NY,2024-07,31,39339,40637,1298.5,0.1417,12.0,211.63,ACTUAL,0,
ACC00331,RES,NY,2024-08,31,40637,41953,1316.5,0.1417,12.0,214.4,ACTUAL,0,
ACC00331,RES,NY,2024-09,30,41953,43182,1229.4,0.1417,12.0,201.0,ACTUAL,0,
